"iso3c","date","country","region","income_level","goal","ind_quality"
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","Combined",0.184
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","Tier 1",0.353
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","Tier 2",0.048
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","1",0.333
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","10",1
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","16",0
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","2",0.5
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","3",0.4
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","4",0
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","5",0.125
"GAB",2017,"Gabon","Sub-Saharan Africa","Upper middle income","8",0
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","Combined",0.316
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","Tier 1",0.471
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","Tier 2",0.19
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","1",0.167
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","10",0
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","16",0.25
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","2",0.5
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","3",0.4
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","4",0.333
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","5",0.25
"GBR",2017,"United Kingdom","Europe & Central Asia","High income","8",0.5
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","Combined",0.368
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","Tier 1",0.471
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","Tier 2",0.286
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","1",0.333
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","10",1
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","16",0.25
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","2",0.5
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","3",0.6
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","4",0.333
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","5",0.25
"GEO",2017,"Georgia","Europe & Central Asia","Upper middle income","8",0.333
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","Combined",0.342
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","Tier 1",0.588
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","Tier 2",0.143
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","1",0
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","10",0
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","16",0
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","2",0.5
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","3",0.8
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","4",0.667
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","5",0.25
"GHA",2017,"Ghana","Sub-Saharan Africa","Lower middle income","8",0.333
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","Combined",0.026
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","Tier 1",0
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","Tier 2",0.048
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","1",0
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","10",0
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","16",0
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","2",0
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","3",0
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","4",0.167
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","5",0
"GIB",2017,"Gibraltar","Europe & Central Asia","High income","8",0
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","Combined",0.132
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","Tier 1",0.235
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","Tier 2",0.048
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","1",0
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","10",0
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","16",0.25
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","2",0.5
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","3",0.4
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","4",0
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","5",0.125
"GIN",2017,"Guinea","Sub-Saharan Africa","Low income","8",0
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","Combined",0.158
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","Tier 1",0.294
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","Tier 2",0.048
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","1",0
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","10",0
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","16",0
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","2",0.5
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","3",0.4
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","4",0.333
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","5",0.125
"GMB",2017,"Gambia, The","Sub-Saharan Africa","Low income","8",0
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","Combined",0.105
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","Tier 1",0.235
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","Tier 2",0
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","1",0
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","10",0
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","16",0
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","2",0
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","3",0.6
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","4",0
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","5",0.125
"GNB",2017,"Guinea-Bissau","Sub-Saharan Africa","Low income","8",0
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Combined",0.132
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Tier 1",0.235
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Tier 2",0.048
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","1",0
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","10",0
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","16",0
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","2",0.5
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","3",0.4
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","4",0
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","5",0.125
"GNQ",2017,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","8",0.167
"GRC",2017,"Greece","Europe & Central Asia","High income","Combined",0.368
"GRC",2017,"Greece","Europe & Central Asia","High income","Tier 1",0.471
"GRC",2017,"Greece","Europe & Central Asia","High income","Tier 2",0.286
"GRC",2017,"Greece","Europe & Central Asia","High income","1",0.333
"GRC",2017,"Greece","Europe & Central Asia","High income","10",1
"GRC",2017,"Greece","Europe & Central Asia","High income","16",0.5
"GRC",2017,"Greece","Europe & Central Asia","High income","2",0
"GRC",2017,"Greece","Europe & Central Asia","High income","3",0.6
"GRC",2017,"Greece","Europe & Central Asia","High income","4",0.333
"GRC",2017,"Greece","Europe & Central Asia","High income","5",0.25
"GRC",2017,"Greece","Europe & Central Asia","High income","8",0.333
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","Combined",0.211
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","Tier 1",0.235
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","Tier 2",0.19
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","1",0
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","10",0
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","16",0.25
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","2",0
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","3",0.4
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","4",0.333
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","5",0.25
"GRD",2017,"Grenada","Latin America & Caribbean","Upper middle income","8",0.167
"GRL",2017,"Greenland","Europe & Central Asia","High income","Combined",0.026
"GRL",2017,"Greenland","Europe & Central Asia","High income","Tier 1",0.059
"GRL",2017,"Greenland","Europe & Central Asia","High income","Tier 2",0
"GRL",2017,"Greenland","Europe & Central Asia","High income","1",0
"GRL",2017,"Greenland","Europe & Central Asia","High income","10",0
"GRL",2017,"Greenland","Europe & Central Asia","High income","16",0
"GRL",2017,"Greenland","Europe & Central Asia","High income","2",0
"GRL",2017,"Greenland","Europe & Central Asia","High income","3",0.2
"GRL",2017,"Greenland","Europe & Central Asia","High income","4",0
"GRL",2017,"Greenland","Europe & Central Asia","High income","5",0
"GRL",2017,"Greenland","Europe & Central Asia","High income","8",0
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","Combined",0.421
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","Tier 1",0.529
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","Tier 2",0.333
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","1",0.167
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","10",0
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","16",0.25
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","2",0.5
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","3",0.6
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","4",0.5
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","5",0.375
"GTM",2017,"Guatemala","Latin America & Caribbean","Upper middle income","8",0.667
"GUM",2017,"Guam","East Asia & Pacific","High income","Combined",0.026
"GUM",2017,"Guam","East Asia & Pacific","High income","Tier 1",0.059
"GUM",2017,"Guam","East Asia & Pacific","High income","Tier 2",0
"GUM",2017,"Guam","East Asia & Pacific","High income","1",0
"GUM",2017,"Guam","East Asia & Pacific","High income","10",0
"GUM",2017,"Guam","East Asia & Pacific","High income","16",0
"GUM",2017,"Guam","East Asia & Pacific","High income","2",0
"GUM",2017,"Guam","East Asia & Pacific","High income","3",0.2
"GUM",2017,"Guam","East Asia & Pacific","High income","4",0
"GUM",2017,"Guam","East Asia & Pacific","High income","5",0
"GUM",2017,"Guam","East Asia & Pacific","High income","8",0
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","Combined",0.237
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","Tier 1",0.235
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","Tier 2",0.238
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","1",0
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","10",0
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","16",0.5
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","2",0.5
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","3",0.4
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","4",0.333
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","5",0.125
"GUY",2017,"Guyana","Latin America & Caribbean","Upper middle income","8",0.167
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","Combined",0.132
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","Tier 1",0.118
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","Tier 2",0.143
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","1",0
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","10",0
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","16",0.25
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","2",0
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","3",0.2
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","4",0.333
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","5",0.125
"HKG",2017,"Hong Kong SAR, China","East Asia & Pacific","High income","8",0
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","Combined",0.447
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","Tier 1",0.529
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","Tier 2",0.381
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","1",0.333
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","10",1
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","16",0.5
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","2",0.5
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","3",0.6
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","4",0.5
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","5",0.25
"HND",2017,"Honduras","Latin America & Caribbean","Lower middle income","8",0.5
"HRV",2017,"Croatia","Europe & Central Asia","High income","Combined",0.395
"HRV",2017,"Croatia","Europe & Central Asia","High income","Tier 1",0.529
"HRV",2017,"Croatia","Europe & Central Asia","High income","Tier 2",0.286
"HRV",2017,"Croatia","Europe & Central Asia","High income","1",0.333
"HRV",2017,"Croatia","Europe & Central Asia","High income","10",1
"HRV",2017,"Croatia","Europe & Central Asia","High income","16",0.5
"HRV",2017,"Croatia","Europe & Central Asia","High income","2",0
"HRV",2017,"Croatia","Europe & Central Asia","High income","3",0.8
"HRV",2017,"Croatia","Europe & Central Asia","High income","4",0.333
"HRV",2017,"Croatia","Europe & Central Asia","High income","5",0.25
"HRV",2017,"Croatia","Europe & Central Asia","High income","8",0.333
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","Combined",0.289
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","Tier 1",0.412
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","Tier 2",0.19
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","1",0
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","10",0
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","16",0.25
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","2",0.5
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","3",0.8
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","4",0.333
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","5",0.375
"HTI",2017,"Haiti","Latin America & Caribbean","Lower middle income","8",0
"HUN",2017,"Hungary","Europe & Central Asia","High income","Combined",0.395
"HUN",2017,"Hungary","Europe & Central Asia","High income","Tier 1",0.471
"HUN",2017,"Hungary","Europe & Central Asia","High income","Tier 2",0.333
"HUN",2017,"Hungary","Europe & Central Asia","High income","1",0.333
"HUN",2017,"Hungary","Europe & Central Asia","High income","10",1
"HUN",2017,"Hungary","Europe & Central Asia","High income","16",0.5
"HUN",2017,"Hungary","Europe & Central Asia","High income","2",0
"HUN",2017,"Hungary","Europe & Central Asia","High income","3",0.6
"HUN",2017,"Hungary","Europe & Central Asia","High income","4",0.5
"HUN",2017,"Hungary","Europe & Central Asia","High income","5",0.25
"HUN",2017,"Hungary","Europe & Central Asia","High income","8",0.333
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","Combined",0.447
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","Tier 1",0.588
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","Tier 2",0.333
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","1",0.5
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","10",0
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","16",0
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","2",0.5
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","3",0.6
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","4",0.333
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","5",0.5
"IDN",2017,"Indonesia","East Asia & Pacific","Lower middle income","8",0.667
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","Combined",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","Tier 1",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","Tier 2",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","1",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","10",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","16",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","2",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","3",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","4",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","5",0
"IMN",2017,"Isle of Man","Europe & Central Asia","High income","8",0
"IND",2017,"India","South Asia","Lower middle income","Combined",0.158
"IND",2017,"India","South Asia","Lower middle income","Tier 1",0.235
"IND",2017,"India","South Asia","Lower middle income","Tier 2",0.095
"IND",2017,"India","South Asia","Lower middle income","1",0
"IND",2017,"India","South Asia","Lower middle income","10",0
"IND",2017,"India","South Asia","Lower middle income","16",0.25
"IND",2017,"India","South Asia","Lower middle income","2",0.5
"IND",2017,"India","South Asia","Lower middle income","3",0.2
"IND",2017,"India","South Asia","Lower middle income","4",0.333
"IND",2017,"India","South Asia","Lower middle income","5",0.125
"IND",2017,"India","South Asia","Lower middle income","8",0
"IRL",2017,"Ireland","Europe & Central Asia","High income","Combined",0.316
"IRL",2017,"Ireland","Europe & Central Asia","High income","Tier 1",0.412
"IRL",2017,"Ireland","Europe & Central Asia","High income","Tier 2",0.238
"IRL",2017,"Ireland","Europe & Central Asia","High income","1",0.333
"IRL",2017,"Ireland","Europe & Central Asia","High income","10",0
"IRL",2017,"Ireland","Europe & Central Asia","High income","16",0.25
"IRL",2017,"Ireland","Europe & Central Asia","High income","2",0
"IRL",2017,"Ireland","Europe & Central Asia","High income","3",0.4
"IRL",2017,"Ireland","Europe & Central Asia","High income","4",0.333
"IRL",2017,"Ireland","Europe & Central Asia","High income","5",0.375
"IRL",2017,"Ireland","Europe & Central Asia","High income","8",0.333
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","Combined",0.289
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","Tier 1",0.471
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","Tier 2",0.143
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","1",0.167
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","10",1
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","16",0
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","2",0.5
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","3",0.6
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","4",0.167
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","5",0.375
"IRN",2017,"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income","8",0.167
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","Combined",0.158
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","Tier 1",0.235
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","Tier 2",0.095
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","1",0
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","10",0
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","16",0
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","2",0.5
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","3",0.2
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","4",0
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","5",0.25
"IRQ",2017,"Iraq","Middle East & North Africa","Upper middle income","8",0.333
"ISL",2017,"Iceland","Europe & Central Asia","High income","Combined",0.368
"ISL",2017,"Iceland","Europe & Central Asia","High income","Tier 1",0.471
"ISL",2017,"Iceland","Europe & Central Asia","High income","Tier 2",0.286
"ISL",2017,"Iceland","Europe & Central Asia","High income","1",0.333
"ISL",2017,"Iceland","Europe & Central Asia","High income","10",0
"ISL",2017,"Iceland","Europe & Central Asia","High income","16",0.5
"ISL",2017,"Iceland","Europe & Central Asia","High income","2",0
"ISL",2017,"Iceland","Europe & Central Asia","High income","3",0.6
"ISL",2017,"Iceland","Europe & Central Asia","High income","4",0.333
"ISL",2017,"Iceland","Europe & Central Asia","High income","5",0.25
"ISL",2017,"Iceland","Europe & Central Asia","High income","8",0.5
"ISR",2017,"Israel","Middle East & North Africa","High income","Combined",0.316
"ISR",2017,"Israel","Middle East & North Africa","High income","Tier 1",0.353
"ISR",2017,"Israel","Middle East & North Africa","High income","Tier 2",0.286
"ISR",2017,"Israel","Middle East & North Africa","High income","1",0
"ISR",2017,"Israel","Middle East & North Africa","High income","10",0
"ISR",2017,"Israel","Middle East & North Africa","High income","16",0.5
"ISR",2017,"Israel","Middle East & North Africa","High income","2",0
"ISR",2017,"Israel","Middle East & North Africa","High income","3",0.4
"ISR",2017,"Israel","Middle East & North Africa","High income","4",0.333
"ISR",2017,"Israel","Middle East & North Africa","High income","5",0.375
"ISR",2017,"Israel","Middle East & North Africa","High income","8",0.5
"ITA",2017,"Italy","Europe & Central Asia","High income","Combined",0.342
"ITA",2017,"Italy","Europe & Central Asia","High income","Tier 1",0.471
"ITA",2017,"Italy","Europe & Central Asia","High income","Tier 2",0.238
"ITA",2017,"Italy","Europe & Central Asia","High income","1",0.333
"ITA",2017,"Italy","Europe & Central Asia","High income","10",1
"ITA",2017,"Italy","Europe & Central Asia","High income","16",0.25
"ITA",2017,"Italy","Europe & Central Asia","High income","2",0
"ITA",2017,"Italy","Europe & Central Asia","High income","3",0.6
"ITA",2017,"Italy","Europe & Central Asia","High income","4",0.333
"ITA",2017,"Italy","Europe & Central Asia","High income","5",0.25
"ITA",2017,"Italy","Europe & Central Asia","High income","8",0.333
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","Combined",0.237
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","Tier 1",0.353
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","Tier 2",0.143
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","1",0
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","10",0
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","16",0.25
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","2",0
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","3",0.6
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","4",0.5
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","5",0.125
"JAM",2017,"Jamaica","Latin America & Caribbean","Upper middle income","8",0.167
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","Combined",0.263
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","Tier 1",0.294
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","Tier 2",0.238
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","1",0
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","10",0
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","16",0.5
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","2",0.5
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","3",0.2
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","4",0.333
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","5",0.125
"JOR",2017,"Jordan","Middle East & North Africa","Upper middle income","8",0.5
"JPN",2017,"Japan","East Asia & Pacific","High income","Combined",0.289
"JPN",2017,"Japan","East Asia & Pacific","High income","Tier 1",0.353
"JPN",2017,"Japan","East Asia & Pacific","High income","Tier 2",0.238
"JPN",2017,"Japan","East Asia & Pacific","High income","1",0
"JPN",2017,"Japan","East Asia & Pacific","High income","10",0
"JPN",2017,"Japan","East Asia & Pacific","High income","16",0.25
"JPN",2017,"Japan","East Asia & Pacific","High income","2",0.5
"JPN",2017,"Japan","East Asia & Pacific","High income","3",0.6
"JPN",2017,"Japan","East Asia & Pacific","High income","4",0.167
"JPN",2017,"Japan","East Asia & Pacific","High income","5",0.25
"JPN",2017,"Japan","East Asia & Pacific","High income","8",0.5
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","Combined",0.447
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","Tier 1",0.529
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","Tier 2",0.381
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","1",0.333
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","10",1
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","16",0.25
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","2",0.5
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","3",0.8
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","4",0.5
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","5",0.25
"KAZ",2017,"Kazakhstan","Europe & Central Asia","Upper middle income","8",0.5
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","Combined",0.184
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","Tier 1",0.294
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","Tier 2",0.095
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","1",0
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","10",0
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","16",0.5
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","2",0.5
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","3",0.6
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","4",0
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","5",0.125
"KEN",2017,"Kenya","Sub-Saharan Africa","Lower middle income","8",0
"KGZ",2017,"Kyrgyz Republic","Europe & Central Asia","Lower middle income","Combined",0.342
"KGZ",2017,"Kyrgyz Republic","Europe & Central Asia","Lower middle income","Tier 1",0.588
"KGZ",2017,"Kyrgyz Republic","Europe & Central Asia","Lower middle income","Tier 2",0.143
"KGZ",2017,"Kyrgyz Republic","Europe & Central Asia","Lower middle income","1",0.333
