Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Reporting Type],[Sex],[Type of occupation],[Units]
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2014","26.2","2014","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2014","10.8","2014","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2014","7.7","2014","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","8.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","8.0","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","5.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","7.0","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","5.6","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","15.5","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","25.1","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","8.5","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","21.5","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","5.4","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","8.8","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","6.1","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","10.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","8.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","10.3","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","9.3","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","11.1","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","14.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","29.9","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","25.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","26.4","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","21.8","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","11.9","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","32.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","5.8","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","21.6","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","12.5","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","4.8","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","21.5","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","5.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","6.2","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","6.3","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","8.3","2015","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","31.2","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","13.1","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","24.7","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","6.2","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","35.9","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","5.9","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","8.8","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","10.5","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","12.4","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","7.0","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","7.1","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","5.3","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","6.4","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","23.8","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","23.7","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","6.0","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","9.4","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","11.4","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","18.2","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","16.1","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","9.3","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","28.0","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","28.0","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","8.0","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","29.7","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","6.9","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","24.3","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","11.5","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","9.7","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","5.8","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","9.9","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","9.0","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","13.9","2016","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","13.1","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","37.9","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","16.9","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","9.8","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","11.7","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","19.1","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","6.4","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","9.5","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","10.1","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","25.6","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","6.2","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","29.5","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","31.6","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","7.5","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","12.1","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","FEMALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","9.2","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","6.4","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","8.4","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","10.9","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","36.6","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","9.7","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","BOTHSEX","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","13.9","2017","","","","","HS - Continuous National Household Sample Survey","","Repository: ILO-STATISTICS - Micro data processing | Local currency: BRA - Real(BRL)","","C","G","MALE","isco08","CUR_LCU"
