Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Migratory status],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2015","0.24","2015","","","","","Source: ES - Statistical card on accident at Work","","Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2018","5.57","2018","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2018","0","2018","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2018","8.21","2018","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2018","0","2018","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2018","0","2018","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2018","0.92","2018","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2018","0","2018","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2015","2.91","2015","","","","","Source: ES - Statistical card on accident at Work","","Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2016","1.54","2016","","","","","Source: ES - Statistical card on accident at Work","","Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2017","2","2017","","","","","Source: ES - Statistical card on accident at Work","","Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2018","1.56","2018","","","","","Source: ES - Statistical card on accident at Work","","Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2019","1.1","2019","","","","","Source: ES - Statistical card on accident at Work","","Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2020","2.46","2020","","","","","Source: ES - Statistical card on accident at Work","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2020","0.11","2020","","","","","Source: ES - Statistical card on accident at Work","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","616","Poland","2020","1.38","2020","","","","","Source: ES - Statistical card on accident at Work","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2013","2.55","2013","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2013","1.34","2013","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2013","0.17","2013","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2013","0.31","2013","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2014","1.34","2014","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2014","2.51","2014","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2014","2.38","2014","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2014","0.17","2014","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","50.54","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","0","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","0","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","5.39","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","33.85","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","0","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","0","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2000","1.1","2000","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2000","14.3","2000","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2000","8.7","2000","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2001","0.7","2001","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2001","8.3","2001","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2001","14","2001","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2002","13.4","2002","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2002","0.9","2002","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","0","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2019","8.94","2019","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","0","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","0","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","4.72","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","1.9","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","18.51","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2002","8.1","2002","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2003","0.7","2003","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2003","11.7","2003","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2003","7.1","2003","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2004","12","2004","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2004","7","2004","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2004","0.4","2004","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","620","Portugal","2005","0.7","2005","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2014","1.4","2014","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2014","0.16","2014","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2015","0.15","2015","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2015","0.89","2015","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2015","1.54","2015","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2015","1.71","2015","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2015","0.98","2015","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2015","0.17","2015","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","NONMIG","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2016","1.23","2016","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2017","0.92","2017","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2018","1.28","2018","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2019","1.43","2019","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","208","Denmark","2020","1.34","2020","","","","","Source: ADM - Register of reported Accidents at Work (RAW)","","Repository: ILO calculations based on Eurostat data | Coverage of occupational injuries: Reported injuries","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","214","Dominican Republic","2008","15.85","2008","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","214","Dominican Republic","2008","17.93","2008","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","214","Dominican Republic","2008","18.47","2008","","","","","Source: ADM-IR - Insurance Records","","Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 persons insured)","_T","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","12.36","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","1.12","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","NONMIG","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","0","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","FEMALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2020","2.85","2020","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","BOTHSEX","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2021","10.18","2021","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","MIGPER","C","A","G","MALE","PER_100000_EMP"
"8","8.8","8.8.1","SL_EMP_FTLINJUR","Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)","84","Belize","2021","1.55","2021","","","","","Source: ADM-EBR - Social Security Board Records","","Reference group coverage: Insured persons | Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","_T","C","A","G","MALE","PER_100000_EMP"
