Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Education level],[Nature],[Reporting Type],[Sex],[Units]
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","356","India","2018","93.63585","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","356","India","2019","92.34766","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","356","India","2019","91.91832","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","356","India","2019","88.62395","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","360","Indonesia","2018","55.10918","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","360","Indonesia","2018","49.77455","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","360","Indonesia","2018","60.3005","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","376","Israel","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","380","Italy","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","384","Côte d'Ivoire","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","384","Côte d'Ivoire","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
